level_0,patient1,patient2,patient3,patient4
TNFAIP8L1,351,272,559,318
FEM1A,2226,2131,2961,2567
TICAM1,1131,1019,1039,1657
MIR7-3HG,1457,1238,2195,4340
MIR7-3,0,0,2,4
UHRF1,3,36,5,35
MIR4747,0,0,0,0
ARRDC5,0,0,0,0
ZNRF4,0,0,0,0
SAFB2,2564,2566,2976,3296
TINCR,106,129,137,260
LONP1,4823,5445,6394,7854
HSD11B1L,988,984,959,1029
RPL36,9496,12681,13534,21916
C19orf70,1281,1702,1386,2372
FUT3,125,495,169,1045
FUT6,146,200,86,312
FUT5,0,0,0,1
DUS3L,362,608,824,1032
PRR22,24,39,44,48
NRTN,65,52,25,131
LOC101928844,0,1,0,1
RANBP3,2564,2615,2882,3559
LOC100128568,19,8,15,13
CAPS,365,664,298,1475
VMAC,188,264,218,347
MLLT1,2303,2829,2667,3383
ACER1,0,0,0,0
MIR3940,11,11,14,16
ALKBH7,1126,1041,1316,1770
PSPN,11,3,18,13
CLPP,1357,1214,1143,1807
GTF2F1,3826,4744,5393,5784
MIR6790,3,8,11,7
MIR6885,0,0,0,0
TNFSF9,15,22,6,37
SLC25A23,2266,2807,2034,4372
CRB3,971,1038,1046,1604
TUBB4A,64,118,24,171
SLC25A41,7,0,9,25
DENND1C,979,950,1247,1438
CD70,0,0,0,0
TNFSF14,2,2,2,45
TRIP10,728,764,691,1644
SH2D3A,185,433,187,932
GPR108,2562,3765,2459,4293
MIR6791,5,0,1,3
EMR1,2,0,2,0
MBD3L2,0,0,0,0
FLJ25758,0,0,0,0
MBD3L5,0,0,0,0
EMR4P,2,0,0,4
MBD3L3,0,0,0,0
MBD3L4,0,0,0,0
PEX11G,66,231,82,207
LOC100128573,4,3,2,1
C19orf45,9,10,18,29
ZNF358,2039,2317,2715,2394
MCOLN1,1850,2056,1985,1778
STXBP2,1739,1969,1723,3572
PET100,477,516,495,931
CAMSAP3,1750,1274,1834,2010
XAB2,2279,2301,2800,3512
PCP2,20,22,15,21
MIR6792,0,1,0,0
CD209,36,26,83,28
CLEC4G,0,0,0,0
CLEC4M,0,0,0,0
FCER2,2,0,2,0
TRAPPC5,1245,1390,1295,2238
RETN,0,0,2,0
CLEC4GP1,0,0,0,0
MCEMP1,0,0,0,14
MAP2K7,1706,1510,1989,2147
FLJ22184,743,488,644,731
LRRC8E,92,233,76,312
TGFBR3L,145,43,167,77
SNAPC2,502,490,640,759
EVI5L,1056,885,1195,1314
CTXN1,109,76,79,201
LYPLA2P2,99,111,81,151
ELAVL1,3488,3209,3948,4241
FBN3,2,0,0,4
RPS28,31,530,1179,949
CD320,2166,3073,2343,3682
NDUFA7,1883,1989,2159,3005
CERS4,1539,1750,2299,2436
ANGPTL4,835,1168,384,3748
MIR4999,0,0,0,0
RAB11B,3041,3018,3016,5107
MARCH2,666,854,866,1187
RAB11B-AS1,101,165,100,178
ZNF414,354,291,423,397
MYO1F,57,44,79,70
PRAM1,9,5,16,10
ACTL9,0,0,0,0
OR2Z1,0,0,0,0
MBD3L1,0,0,0,0
ZNF558,723,918,830,1031
ZNF317,2298,2007,2524,2689
OR7D2,4,0,8,6
OR7G1,0,0,0,0
OR7G2,0,0,0,0
OR1M1,0,0,0,0
OR7G3,0,0,0,0
OR7E24,0,0,0,0
ZNF699,281,172,244,214
OR7D4,0,0,0,0
ZNF177,0,0,0,0
ZNF266,986,1147,2097,1424
ZNF426,313,307,336,346
ZNF560,0,2,0,0
ZNF121,246,147,273,187
ZNF812,2,3,14,0
ZNF562,1433,1675,1828,1736
ZNF561,1511,1897,2523,2218
C19orf82,230,497,318,505
UBL5,3732,3749,3895,5945
PIN1,2601,2900,3344,3552
ZNF846,257,273,330,258
FBXL12,430,468,584,722
OLFM2,3930,4284,4064,4684
SNORD105,0,0,0,0
SNORD105B,0,0,0,0
C19orf66,790,784,857,1367
C3P1,0,0,0,0
PPAN,48,49,53,42
ANGPTL6,7,18,6,8
RDH8,0,4,0,2
DNMT1,2803,2434,2777,3699
S1PR2,308,169,292,353
EIF3G,3279,3656,3908,4966
MIR4322,0,0,0,0
MRPL4,1082,1363,1169,1764
ICAM1,1246,1245,767,6199
ICAM4,0,4,0,12
ICAM5,0,1,12,5
RAVER1,2034,1970,2435,2612
ZGLP1,57,42,30,53
FDX1L,658,612,640,846
ICAM3,261,270,272,370
PDE4A,224,215,168,359
KEAP1,4757,4007,4665,5102
CDC37,3729,4386,4063,7446
MIR1181,0,0,0,0
CDKN2D,1143,807,996,956
ATG4D,1079,1005,1144,1349
S1PR5,39,35,67,44
AP1M2,4024,4599,4047,6689
KRI1,778,778,902,1397
MIR1238,26,13,22,16
ILF3,8438,10067,11210,13156
QTRT1,675,623,800,1099
ILF3-AS1,1423,1795,1724,2231
MIR638,0,0,0,0
C19orf38,43,49,17,40
TMED1,1809,2032,1678,3054
MIR4748,0,0,0,0
MIR199A1,0,0,0,0
MIR6793,1,3,3,0
C19orf52,602,614,692,726
YIPF2,3929,4831,3767,5596
LDLR,6298,4562,4607,10443
SPC24,4,27,1,11
MIR6886,11,4,9,19
KANK2,733,928,858,1595
DOCK6,730,544,936,1490
C19orf80,4,2,2,0
TMEM205,2278,2751,2565,3842
CCDC159,360,387,625,786
EPOR,1078,628,1752,1196
RGL3,1075,833,1248,1558
TSPAN16,0,0,0,2
RAB3D,2173,1754,2180,2047
SWSAP1,177,127,152,202
LPPR2,3666,2808,3544,4146
ECSIT,1141,1146,1401,1874
ELAVL3,387,78,244,81
ZNF653,388,346,380,474
CNN1,20,9,11,65
PRKCSH,7188,7021,8135,12488
MIR7974,0,0,0,1
ZNF627,1311,1298,1445,1464
ACP5,759,505,1337,1284
ZNF823,310,443,620,635
ZNF491,184,175,256,217
ZNF441,1516,879,2208,1424
ZNF69,116,163,79,266
ZNF439,694,606,790,652
ZNF433,291,287,290,298
ZNF878,10,10,0,21
ZNF844,753,536,807,736
ZNF763,133,141,195,251
ZNF20,0,0,0,0
LOC100289333,10,15,10,9
ZNF625-ZNF20,11,8,17,15
ZNF625,75,98,106,110
ZNF788,75,70,98,147
ZNF136,924,1106,1160,1084
ZNF44,775,610,903,805
ZNF563,218,284,207,363
ZNF442,86,70,93,126
ZNF443,164,136,307,290
ZNF799,223,240,296,402
ZNF564,715,953,1015,1110
TNPO2,6212,4964,7677,7407
DHPS,2729,2798,3102,3321
WDR83OS,2888,2909,2953,3963
WDR83,627,545,387,650
SNORD41,2,0,0,0
MAN2B1,2625,3411,2418,5206
FBXW9,215,329,232,373
ZNF791,1027,1168,1407,1284
BEST2,0,4,1,5
JUNB,1777,1440,2068,7799
RTBDN,546,448,421,696
PRDX2,9056,9708,9102,12917
HOOK2,2392,2674,3149,3664
RNASEH2A,323,393,346,567
ASNA1,3362,3473,3979,5874
MIR6794,6,0,0,5
RAD23A,3503,4269,5037,5328
GCDH,816,726,731,859
DNASE2,4785,4463,4449,6149
KLF1,2,2,4,3
DAND5,6,4,2,5
SYCE2,21,22,41,18
CALR,28051,32586,30024,57698
GADD45GIP1,1525,1541,1686,2336
FARSA,2309,2570,2502,2985
MIR6515,229,295,295,451
TRMT1,597,832,854,1033
LYL1,0,2,38,25
IER2,860,909,897,2263
STX10,1245,1298,1207,1637
CCDC130,577,579,792,1107
MRI1,823,706,1038,1237
C19orf53,1642,1870,1942,3146
MIR24-2,1,1,3,3
NANOS3,2,3,7,8
MIR27A,0,1,0,1
C19orf57,37,64,36,66
ZSWIM4,478,551,411,1062
MIR181C,0,0,0,0
LOC284454,49,63,83,165
MIR181D,0,0,0,0
MIR23A,2,1,0,1
PODNL1,6,8,6,24
DCAF15,824,646,932,1266
RFX1,1094,947,1708,1268
RLN3,0,0,0,0
PRKACA,3939,3430,4580,5554
LOC100507373,66,57,73,120
SAMD1,694,593,688,1027
PALM3,238,632,176,668
ASF1B,44,149,58,136
LOC113230,273,203,148,307
C19orf67,0,4,0,0
MIR1199,0,0,0,0
DDX39A,1749,1820,1853,2733
CD97,194,522,185,1105
GIPC1,2554,2472,2890,4667
DNAJB1,4849,4267,6371,7897
TECR,2324,2696,2280,3590
MIR639,3,5,3,8
PTGER1,10,10,18,12
CLEC17A,0,0,4,0
EMR3,0,0,33,13
EMR2,20,8,26,42
OR7A5,0,0,0,0
OR7C1,0,0,0,0
OR7C2,0,0,0,0
OR7A17,0,0,0,0
OR7A10,0,0,0,0
CASP14,0,0,0,4
CCDC105,0,0,0,0
OR1I1,0,0,0,0
SYDE1,85,54,115,179
NOTCH3,1482,505,1604,2080
ILVBL,2567,2651,2890,3391
MIR6795,0,0,0,0
EPHX3,28,27,35,71
BRD4,2241,2195,2770,3254
MIR1470,0,0,0,0
PGLYRP2,0,0,0,0
WIZ,1596,1763,1440,2009
AKAP8L,3094,2594,3483,3637
RASAL3,7,11,19,13
CYP4F22,0,0,0,0
CYP4F3,159,87,233,400
CYP4F12,12,9,38,42
OR10H2,0,0,0,0
OR10H3,0,0,0,0
UCA1,140,1640,142,983
OR10H1,0,0,0,1
CYP4F24P,83,39,177,353
OR10H5,0,0,5,4
CYP4F11,30,110,55,583
OR10H4,0,0,0,0
TPM4,9708,8387,9117,22070
RAB8A,1637,1835,1700,3105
LINC00905,0,0,0,0
LINC00661,7,3,2,20
AP1M1,1538,1542,1653,2469
CIB3,0,0,0,0
FAM32A,2250,2887,3061,4492
KLF2,40,33,78,97
CALR3,3,15,4,14
C19orf44,300,265,304,340
SMIM7,2113,2432,2602,3720
MED26,581,666,723,722
SLC35E1,4062,5515,4482,5413
SIN3B,1770,1394,2313,2593
F2RL3,67,4,910,293
USE1,490,521,646,687
USHBP1,4,6,20,10
ANKLE1,19,2,18,17
BABAM1,2081,2570,2550,3302
OCEL1,484,541,485,916
ABHD8,973,913,990,1049
MRPL34,1431,1804,1854,1951
NR2F6,2579,2940,2716,3528
GTPBP3,501,581,543,768
MVB12A,548,815,805,1150
PLVAP,598,30,4897,1660
BST2,133,145,148,220
ANO8,941,795,891,1090
TMEM221,21,23,5,16
PGLS,1385,1543,1432,2435
FAM129C,0,4,2,0
COLGALT1,2345,2197,2019,4310
NXNL1,0,2,0,0
SLC27A1,536,442,566,1023
UNC13A,11788,11082,11735,11181
INSL3,4,2,2,9
B3GNT3,423,799,340,1696
MAP1S,1273,1041,1379,1857
FCHO1,46,52,37,44
RPL18A,795,1217,1036,1746
SNORA68,1,0,1,2
CCDC124,1542,1783,1549,2790
SLC5A5,12,0,3,8
IL12RB1,16,4,19,10
ARRDC2,1651,1439,1281,3022
MPV17L2,440,693,408,703
PIK3R2,5073,5100,6900,5453
IFI30,3461,4267,4433,6902
RAB3A,1092,846,1385,699
LSM4,2219,2463,2504,3509
KIAA1683,62,126,49,70
PGPEP1,3101,3059,3336,4557
MIR3188,0,0,0,0
JUND,7843,7922,9701,9338
LOC729966,0,16,0,18
ISYNA1,3173,2758,4005,3548
SSBP4,1511,1378,1936,2445
MIR3189,6,14,1,8
LRRC25,12,13,14,28
GDF15,7232,14859,2409,9682
FKBP8,10885,11429,11690,14634
KXD1,1580,1984,2044,3325
C19orf60,769,959,833,1256
UBA52,8004,9497,9991,15221
TMEM59L,3020,1242,1382,2034
CRLF1,353,159,147,1085
KLHL26,475,474,500,676
UPF1,7181,6405,7241,7862
COMP,138,108,20,621
COPE,4760,4740,4224,7058
HOMER3,190,405,234,656
DDX49,1163,1460,1569,2037
SLC25A42,816,747,1175,731
ARMC6,1216,1471,1482,1723
TMEM161A,487,608,450,879
MEF2BNB,234,159,199,230
NCAN,16,37,119,4
HAPLN4,981,2110,1808,756
NR2C2AP,364,410,445,675
RFXANK,727,672,635,1107
TM6SF2,40,69,65,65
MAU2,2651,2696,3679,3537
YJEFN3,14,15,28,31
TSSK6,54,99,62,120
NDUFA13,5133,5467,5440,9037
CILP2,20,0,8,6
PBX4,3,5,14,13
ZNF101,149,153,172,248
GMIP,369,355,180,575
ATP13A1,2334,3326,2966,4634
LPAR2,347,455,246,573
ZNF14,768,749,1019,924
LINC00663,341,378,439,472
ZNF93,489,483,506,622
ZNF253,880,973,1028,996
ZNF682,94,124,212,202
ZNF486,292,404,373,658
ZNF90,27,36,40,66
MIR1270,0,0,0,0
ZNF826P,35,37,59,54
ZNF737,1112,1176,1829,1519
ZNF85,324,438,492,452
ZNF714,204,470,727,380
ZNF493,595,604,605,579
ZNF738,307,306,242,302
ZNF429,739,876,1008,856
LINC00664,11,9,19,13
LOC641367,9,14,7,5
ZNF100,399,503,340,510
ZNF257,87,235,94,221
ZNF676,81,129,31,62
ZNF729,2,3,0,0
ZNF98,28,33,14,38
LOC100996349,0,0,0,0
GOLGA2P9,0,0,0,0
LOC101929124,0,0,0,1
LINC01233,2,1,2,2
ZNF492,6,19,8,12
ZNF728,29,44,28,37
ZNF730,16,5,16,13
LOC101929144,0,0,0,0
ZNF724P,4,6,5,2
IPO5P1,1138,1599,1383,1107
ZNF91,1597,1558,2002,1489
ZNF681,445,479,552,568
ZNF726,19,19,14,22
HAVCR1P1,14,7,14,7
LINC00662,240,212,205,182
LOC101927151,269,219,261,215
LINC00906,0,0,0,0
LOC102724958,0,0,0,0
LOC100505835,0,0,0,0
UQCRFS1,2875,3709,3191,4464
VSTM2B,0,0,0,0
POP4,1080,1307,1250,1830
PLEKHF1,55,145,97,210
C19orf12,1605,1569,1673,1856
CCNE1,53,109,45,96
URI1,4367,4974,4864,4807
TSHZ3,860,1397,1591,1153
THEG5,0,0,0,0
LOC101927411,0,0,0,0
CTC-360P9.3,0,0,0,0
LOC400684,13,42,28,25
ZNF507,1939,1989,2499,2114
PDCD5,1367,1408,1903,2226
RGS9BP,18,42,25,16
TDRD12,0,4,23,14
NUDT19,596,993,1047,950
SLC7A9,4,8,12,18
C19orf40,19,59,43,83
WDR88,17,30,25,30
GPATCH1,537,489,478,645
CEBPA,76,247,245,232
SLC7A10,0,1,1,0
LRP3,2109,2091,2413,2443
CEBPA-AS1,8,68,12,13
CEBPG,5394,2904,8518,3374
KCTD15,218,325,179,487
LSM14A,6684,6599,9948,8288
KIAA0355,2060,1749,2482,2244
UBA2,4995,5663,6805,6695
WTIP,100,83,97,221
PDCD2L,390,500,446,448
SCGB2B2,2,5,1,0
SCGB1B2P,9,22,31,29
ZNF302,1807,2102,2307,2029
ZNF181,880,1105,1161,1073
SCGB2B3P,0,0,0,1
LOC400685,7,22,19,26
ZNF30,307,424,417,341
GRAMD1A,2562,2378,2588,3834
ZNF792,269,262,395,406
LOC102723513,8,4,15,23
FXYD3,2590,871,3335,3149
HPN-AS1,16,16,17,14
FXYD7,0,0,2,0
HPN,2002,2360,2743,2885
LGI4,7,10,8,8
SCN1B,1223,4008,1120,2078
FXYD1,4,0,2,2
MIR6887,86,17,79,114
USF2,6283,7085,7424,7401
LSR,4095,5468,3587,8462
FAM187B,0,0,0,0
HAMP,4,46,2,36
FFAR1,2241,1955,3377,1310
CD22,195,293,273,237
MAG,0,11,0,2
FFAR3,74,46,65,51
LOC100128682,32,18,16,19
MIR5196,14,17,21,20
FFAR2,161,120,312,307
DMKN,750,1382,803,1569
SBSN,0,0,0,5
GAPDHS,29,76,36,72
KRTDAP,1,0,4,15
TMEM147,3048,3351,2958,4818
LOC100506469,150,208,155,213
ETV2,37,31,39,44
HAUS5,313,415,404,547
UPK1A,0,0,12,0
COX6B1,4208,4664,4512,6630
RBM42,1573,1861,1899,2762
UPK1A-AS1,0,0,0,1
LOC102723617,0,0,0,0
PSENEN,1091,1213,1130,1696
IGFLR1,23,73,45,77
HSPB6,270,288,585,154
U2AF1L4,292,352,394,499
LIN37,355,251,366,429
ZBTB32,0,6,5,5
PRODH2,6,8,18,22
PROSER3,204,155,264,284
ARHGAP33,276,244,330,381
KMT2B,1905,1565,2292,2652
LOC644050,5,4,10,16
LRFN3,1136,942,1186,1271
NFKBID,89,91,109,147
NPHS1,546,543,953,789
KIRREL2,1592,1602,1545,2035
TYROBP,151,41,189,107
HCST,34,35,32,31
APLP1,21104,14035,19388,16989
ALKBH6,251,302,387,488
CLIP3,2351,1543,2405,2268
THAP8,495,418,673,613
SDHAF1,792,916,816,925
SYNE4,754,831,892,1066
LOC101927572,2,3,10,8
POLR2I,792,785,897,1250
CAPNS1,9340,10563,10636,19450
COX7A1,760,646,487,790
OVOL3,0,0,0,0
TBCB,2468,2134,3379,3845
ZNF146,4052,5546,5417,5345
LINC00665,528,737,667,377
LOC100134317,5,1,0,3
LOC644189,19,18,28,18
ZFP82,722,602,878,572
ZNF260,1294,1526,1807,1701
LOC728752,111,146,164,111
LOC101927599,83,141,101,109
ZNF461,362,326,416,436
ZNF382,351,253,325,376
ZNF567,381,427,486,449
LOC101927621,45,53,38,43
ZNF790,311,362,410,385
ZNF850,139,201,132,224
ZNF790-AS1,99,171,149,91
ZNF829,265,293,298,251
ZNF585A,817,616,861,879
ZNF383,286,300,368,339
ZNF585B,1379,1138,1356,1282
HKR1,1449,1541,1841,2010
LOC284412,5,4,2,9
ZNF570,265,267,268,289
ZNF569,560,472,835,565
LOC101927720,253,224,198,220
ZNF540,749,488,794,736
ZNF571-AS1,38,35,37,30
ZNF571,297,296,386,394
ZNF573,127,97,139,71
ZNF607,1076,880,1073,1080
ZNF781,196,359,142,209
WDR87,6,2,10,5
LOC644554,162,135,309,171
LOC100631378,13,8,32,7
SPINT2,53507,45712,41605,64007
DPF1,56,53,58,66
PPP1R14A,18,113,26,36
C19orf33,0,0,0,0
RASGRP4,0,0,4,8
SPRED3,390,181,415,999
GGN,30,34,30,85
PSMD8,6077,6062,6301,9258
CATSPERG,25,34,49,38
FAM98C,490,659,637,915
KCNK6,100,196,94,364
MAP4K1,4,36,6,33
EIF3K,4412,5213,5491,7817
LGALS7,1,0,2,0
LGALS4,514,2976,425,2929
LGALS7B,0,0,1,0
CAPN12,39,80,28,214
MRPS12,574,688,494,941
SIRT2,2649,2261,2826,3066
RINL,1538,1038,1157,1566
SARS2,538,625,732,881
HNRNPL,4791,6237,5544,9404
NFKBIB,902,912,739,1195
CCER2,5,2,14,8
FBXO27,736,536,1099,729
PAK4,2837,2617,3856,3637
SYCN,48,366,57,423
NCCRP1,20,22,10,95
GMFG,26,10,89,66
IFNL1,0,0,0,0
IFNL4,0,0,0,1
LRFN1,158,106,149,71
IFNL3,0,0,0,0
IFNL2,0,0,0,0
MIR4530,0,0,0,0
ZFP36,745,572,794,2626
PAF1,3085,3271,3181,4510
PLEKHG2,202,286,242,444
MED29,3630,4732,4842,5142
SUPT5H,5125,5553,5453,7306
RPS16,7915,11665,11503,18320
DLL3,39,9,38,33
LGALS13,0,0,0,0
SELV,0,0,0,0
EID2,1410,1444,1789,1706
EID2B,375,357,525,406
LGALS14,0,0,0,0
LGALS17A,1,6,0,0
LGALS16,0,0,0,0
CLC,2,0,0,0
LOC100129935,11,10,6,2
FBL,2669,3022,3967,5407
LEUTX,0,0,0,0
MIR6719,1,0,0,0
DYRK1B,931,903,1617,1329
PSMC4,2958,3302,3346,4496
ZNF780A,1422,1131,1548,1524
ZNF546,241,246,338,399
ZNF780B,1120,968,1348,1148
TTC9B,5,5,5,5
MAP3K10,1158,1039,1119,1191
CNTD2,28,16,9,6
C19orf47,507,548,596,640
PLD3,25975,19825,23334,27033
MIR641,13,6,4,7
MIR6796,232,186,207,223
SERTAD3,664,592,858,996
PRX,109,44,115,170
BLVRB,1574,1682,1607,3167
SERTAD1,457,268,340,933
SHKBP1,1351,1547,1294,2509
LTBP4,584,287,371,776
ITPKC,1093,1062,926,1690
MIA,0,2,0,0
NUMBL,1140,699,1187,1325
ADCK4,1446,1274,1612,2142
SNRPA,807,965,1028,1860
C19orf54,210,385,288,460
EGLN2,72,42,70,56
CYP2G1P,1,4,4,3
CYP2A6,1,2,4,1
CYP2A7,0,0,0,1
CYP2B6,0,6,0,2
CYP2B7P,13,12,10,26
CYP2A13,0,0,0,1
CYP2F1,0,0,0,0
AXL,122,45,205,287
CYP2S1,4,2,8,6
B9D2,105,116,151,211
TMEM91,54,37,46,108
BCKDHA,1715,1583,2355,3182
EXOSC5,204,214,174,391
TGFB1,932,1668,858,4941
B3GNT8,552,314,849,786
CCDC97,1431,1621,1784,2303
ERICH4,0,3,0,0
PCAT19,30,2,149,66
LOC101927931,4,6,0,0
CEACAM4,5,6,7,6
CEACAM7,1473,2690,634,5842
CEACAM3,2,0,0,0
CEACAM6,899,825,3577,3497
CEACAM5,1,85,265,187
LYPD4,0,0,0,0
RPS19,6528,10923,7837,16043
RABAC1,5157,4870,3461,6295
ARHGEF1,1230,1472,1158,2052
CD79A,0,6,1,8
DMRTC2,0,0,0,0
MIR6797,123,251,181,353
ATP1A3,912,451,670,528
GRIK5,1550,1110,1288,1673
ZNF574,885,770,1067,980
DEDD2,1866,1489,1823,2107
LOC100505622,2,2,0,0
MIR4323,0,0,0,0
ERF,1403,1213,2018,2151
PAFAH1B3,1250,1053,1081,1594
TMEM145,358,136,373,332
CIC,3263,3100,3972,4451
GSK3A,3142,3309,3633,4154
PRR19,36,22,35,58
MIR8077,0,0,0,0
LIPE,239,253,211,535
CNFN,38,33,17,66
CXCL17,231,1987,691,3018
CEACAM1,1446,1065,1695,2444
CEACAM8,0,2,0,0
PSG3,27,124,13,117
PSG8,2,30,5,44
PSG1,6,120,4,5
PSG10P,0,0,0,1
LOC100289650,0,0,0,0
PSG6,0,0,0,2
PSG7,0,2,0,3
PSG2,0,1,3,8
PSG4,10,550,42,280
PSG5,10,347,15,172
PSG9,43,877,16,80
LOC284344,0,4,0,0
CD177,7,40,9,56
PRG1,0,0,0,0
LYPD3,84,92,90,120
PHLDB3,714,621,965,1342
ETHE1,519,650,433,1118
SRRM5,43,56,61,66
PINLYP,97,111,82,114
ZNF576,576,705,623,724
CADM4,2199,1098,1383,2008
ZNF428,805,730,1210,1161
IRGQ,2577,1973,2438,2876
XRCC1,1976,2199,2313,2587
SMG9,1199,1201,982,1685
IRGC,0,0,0,0
KCNN4,6,4,16,6
ZNF283,168,185,255,229
LOC100505715,97,73,68,69
ZNF404,123,218,137,178
ZNF155,219,312,270,348
ZNF222,207,185,182,227
ZNF230,276,331,322,344
ZNF221,53,39,77,93
LOC101928063,38,42,29,54
ZNF234,433,367,330,467
ZNF226,572,575,722,883
ZNF284,121,123,118,125
ZNF225,205,249,207,323
ZNF224,85,97,102,106
LOC100379224,40,38,46,41
ZNF233,116,52,115,67
ZNF235,203,152,236,191
ZNF227,609,680,840,896
ZNF112,482,503,603,526
ZNF229,454,514,632,517
ZNF285,238,183,218,282
CEACAM22P,2,1,0,0
CEACAM20,1,2,0,0
ZNF180,626,757,1050,772
MIR4531,0,0,0,0
CEACAM16,9,9,8,0
PVR,6516,4515,9424,7115
CEACAM19,464,297,710,607
IGSF23,12,30,15,10
BCAM,8784,4269,10670,14824
BCL3,510,567,313,1951
CBLC,283,357,181,771
MIR8085,0,0,0,2
TOMM40,871,1098,922,1362
APOC4-APOC2,0,0,0,0
APOC2,0,0,0,0
APOC4,0,0,0,0
APOC1P1,0,0,0,0
APOC1,49,77,72,34
APOE,310,605,759,341
GEMIN7,549,710,523,810
ZNF296,47,55,67,59
RELB,258,409,219,1077
CLASRP,786,994,1131,1291
EXOC3L2,43,3,184,35
TRAPPC6A,513,562,510,710
BLOC1S3,442,413,578,736
NKPD1,14,7,6,4
MARK4,1376,1371,1948,1755
ERCC2,604,318,638,1009
CKM,0,8,0,0
KLC3,357,179,244,460
FOSB,28,27,26,93
ERCC1,1169,1207,1301,1697
RTN2,1342,1030,809,1534
PPP1R13L,532,558,311,1085
CD3EAP,101,123,130,137
PPM1N,88,64,43,41
OPA3,2139,1998,2577,2613
VASP,1790,1900,1670,3444
GPR4,45,0,198,78
QPCTL,271,265,182,371
SNRPD2,3717,4357,4466,6791
MIR330,0,0,1,0
MIR642B,0,0,0,0
LOC388553,0,1,0,0
FBXO46,472,433,608,798
GIPR,980,700,1798,1322
C19orf83,3,9,2,4
MIR642A,1,0,4,1
IRF2BP1,2113,1963,2659,2341
RSPH6A,0,0,0,0
DMWD,975,875,1114,1272
SYMPK,2769,2977,3862,5182
DMPK,446,514,574,614
FOXA3,900,802,1229,1430
CCDC61,300,368,273,436
NOVA2,141,58,128,145
PGLYRP1,0,0,0,3
MIR769,0,0,0,0
NANOS2,0,6,0,0
IGFL3,0,0,0,0
IGFL4,6,2,4,0
IGFL1,0,0,0,3
DKFZp434J0226,33,36,56,27
HIF3A,55,8,33,38
PPP5C,3086,3148,3556,3996
CCDC8,447,778,1731,1648
PNMAL2,374,257,397,236
PNMAL1,5437,4795,8181,3482
DACT3-AS1,0,5,5,2
GNG8,0,0,0,0
PTGIR,22,2,24,57
CALM3,8573,8282,9737,16756
DACT3,42,20,75,36
SLC1A5,573,1339,361,2585
FKRP,1384,1096,1736,1677
STRN4,2557,2987,3250,3838
MIR320E,0,0,1,0
SNAR-E,0,0,0,0
AP2S1,2129,2223,2088,3570
NPAS1,48,67,63,50
TMEM160,436,473,471,831
PRR24,169,156,227,297
CCDC9,593,553,759,917
BBC3,333,435,317,723
C5AR1,64,64,61,60
MIR3190,0,0,0,0
MIR3191,0,0,0,0
DHX34,461,491,564,741
MEIS3,1649,698,1328,1384
KPTN,255,330,346,337
NAPA,6847,7111,9142,8578
NAPA-AS1,44,99,61,118
ZNF541,6,6,14,6
GLTSCR1,417,429,461,572
CRX,0,0,1,0
GLTSCR2,6327,6836,8852,10141
SNORD23,12,15,3,17
SEPW1,3129,4458,3780,4422
TPRX1,0,0,0,0
SULT2A1,0,2,0,0
SNAR-A10+SNAR-A11+SNAR-A14+SNAR-A3+SNAR-A4+SNAR-A5+SNAR-A6+SNAR-A7+SNAR-A8+SNAR-A9,0,0,0,0
SNAR-A12+SNAR-A13,0,0,0,0
SNAR-C3,0,0,0,0
BSPH1,0,0,0,0
SNAR-C1+SNAR-C2+SNAR-C5,0,0,0,0
SNAR-C4,0,0,0,0
SNAR-A1+SNAR-A2,0,0,0,0
PLA2G4C,2109,1156,1141,1961
CABP5,0,0,0,0
ELSPBP1,0,0,0,0
C19orf68,615,595,826,749
CCDC114,22,21,10,21
EMP3,165,240,240,963
SYNGR4,373,418,459,595
TMEM143,355,423,395,610
LOC100505812,72,118,78,135
ZNF114,4,11,5,7
GRWD1,1214,1334,1302,2031
CYTH2,2232,2001,2556,3157
KCNJ14,22,15,27,26
GRIN2D,54,78,109,23
LMTK3,485,323,347,371
SPHK2,1328,1397,1161,1228
FAM83E,13,34,31,53
DBP,809,815,2021,1016
CA11,1638,1525,1379,2011
RPL18,9064,11542,15006,19850
SULT2B1,18,9,28,41
SPACA4,0,2,0,3
FGF21,2,8,2,7
FUT1,711,1280,881,1193
FUT2,138,669,344,1029
MAMSTR,19,24,29,36
IZUMO1,1,23,5,21
RASIP1,82,58,110,123
NTN5,10,2,22,5
PLEKHA4,281,316,188,683
BCAT2,2513,2209,3088,3120
TULP2,6,0,1,4
HSD17B14,2400,1708,2092,2646
PPP1R15A,2209,2476,3122,4723
SNAR-G1,0,0,0,0
GYS1,824,1094,803,1739
CGB,0,0,0,0
CGB1,1,0,0,0
FTL,165680,53579,159907,157979
BAX,1592,1528,1711,2349
LOC101059948,0,5,0,2
RUVBL2,1455,1804,1599,2724
LHB,0,1,4,1
DHDH,86,68,120,150
SNAR-G2,0,0,0,0
CGB2,2,0,0,0
MIR6798,10,8,9,15
NUCB1-AS1,85,52,114,156
PPFIA3,1979,1951,2007,2093
KCNA7,2,0,0,2
HRC,1,0,2,2
NTF4,0,0,4,2
C19orf73,58,80,69,101
CGB7,0,0,0,0
CGB5,0,0,0,0
LIN7B,651,752,721,605
SNRNP70,3963,3651,4805,6423
CGB8,0,0,0,0
CD37,12,30,23,17
MIR4324,0,0,0,0
PTH2,0,0,0,0
DKKL1,0,5,4,2
